PRIMARY_KEY,REP_DATE,CAD_date_time,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,CORRECTED_search_based_on,CORRECTED_search_discovered,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,CAD_sector,CouncilDistrict
2017260107,01/26/2017,01/26/2017,F,HISPANIC OR LATINO,8300 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128696,10099669,EDWARD,Council District 4
2017290034,01/29/2017,01/29/2017,M,BLACK,5900 COVENTRY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132570,10086117,IDA,Council District 1
2017200081,01/20/2017,01/20/2017,M,HISPANIC OR LATINO,200 BLOCK S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113386,10068034,DAVID,Council District 9
2017260365,01/26/2017,01/26/2017,M,BLACK,9000 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129766,10102563,EDWARD,Council District 4
2017261738,01/26/2017,01/26/2017,F,BLACK,1700 E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127986,10083964,IDA,Council District 4
2017290338,01/29/2017,01/29/2017,M,BLACK,12427 TECH RIDGE BLVD,YES = 1,OTHER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3137106,10118778,EDWARD,Council District 7
2017300141,01/30/2017,01/30/2017,F,HISPANIC OR LATINO,500 E POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127481,10099610,EDWARD,Council District 4
2017261770,01/26/2017,01/26/2017,M,HISPANIC OR LATINO,1200 MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128338,10058011,HENR,Council District 3
2017290818,01/29/2017,01/29/2017,F,HISPANIC OR LATINO,6301 W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3069799,10045817,DAVID,Council District 8
2017291614,01/29/2017,01/29/2017,M,HISPANIC OR LATINO,7000 BLESSING AVE,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128482,10092638,IDA,Council District 4
2017291614,01/29/2017,01/29/2017,M,HISPANIC OR LATINO,7000 BLESSING AVE,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128482,10092638,IDA,Council District 4
2017291614,01/29/2017,01/29/2017,M,HISPANIC OR LATINO,7000 BLESSING AVE,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128482,10092638,IDA,Council District 4
2017291614,01/29/2017,01/29/2017,M,HISPANIC OR LATINO,7000 BLESSING AVE,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128482,10092638,IDA,Council District 4
2017180928,01/18/2017,01/18/2017,F,HISPANIC OR LATINO,1911 TERI RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111205,10047168,FRANK,Council District 2
201730425,01/03/2017,01/03/2017,M,BLACK,6100 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134284,10085710,IDA,Council District 1
2017281845,01/29/2017,01/28/2017,M,BLACK,254 W POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125517,10100239,EDWARD,Council District 4
2017231871,01/23/2017,01/23/2017,M,HISPANIC OR LATINO,E 7TH ST / NAVASOTA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119015,10069623,GEORGE,Council District 1
2017221555,01/22/2017,01/22/2017,M,HISPANIC OR LATINO,E ANDERSON LN SVRD EB / NORTHCREST BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125472,10098530,IDA,Council District 4
2017320159,02/01/2017,02/01/2017,M,BLACK,600 MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129776,10060591,HENR,Council District 3
2017261921,01/26/2017,01/26/2017,M,BLACK,7105 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126122,10094299,IDA,Council District 4
2017291469,01/30/2017,01/29/2017,M,HISPANIC OR LATINO,VARGAS RD / FELIX AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130030,10058639,HENR,Council District 3
2017271778,01/27/2017,01/27/2017,M,BLACK,5327 CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125214,10086639,IDA,Council District 4
2017261847,01/26/2017,01/26/2017,M,HISPANIC OR LATINO,1205 E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124768,10085677,IDA,Council District 9
2017261847,01/26/2017,01/26/2017,M,HISPANIC OR LATINO,1205 E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124768,10085677,IDA,Council District 9
2017250124,01/25/2017,01/25/2017,F,WHITE,1400 BLOCK ST EDWARDS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113548,10056413,DAVID,Council District 9
2017101832,01/10/2017,01/10/2017,F,HISPANIC OR LATINO,5700 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123240,10052691,HENR,Council District 3
201731583,01/03/2017,01/03/2017,M,HISPANIC OR LATINO,S PLEASANT VALLEY RD / FRANKLIN PARK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114755,10045463,FRANK,Council District 2
201740186,01/04/2017,01/04/2017,M,HISPANIC OR LATINO,1000 W STASSNEY LN,NO = 2,,,,,3101004,10049538,DAVID,Council District 2
201790014,01/09/2017,01/09/2017,F,BLACK,400 E 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115356,10070087,GEORGE,Council District 9
201721783,01/02/2017,01/02/2017,M,HISPANIC OR LATINO,E DITTMAR RD / S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102655,10039682,FRANK,Council District 2
201711078,01/01/2017,01/01/2017,M,WHITE,FM 969 RD / ROGERS LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3145460,10075564,CHARLIE,Council District 1
201721783,01/02/2017,01/02/2017,M,HISPANIC OR LATINO,E DITTMAR RD / S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102655,10039682,FRANK,Council District 2
201731963,01/04/2017,01/03/2017,F,WHITE,1400 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117468,10063345,HENR,Council District 9
201740034,01/04/2017,01/04/2017,M,HISPANIC OR LATINO,6500 BLOCK S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106559,10043144,FRANK,Council District 2
201771056,01/07/2017,01/07/2017,M,HISPANIC OR LATINO,1000 E 41ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121344,10082703,BAKER,Council District 9
201712580,01/01/2017,01/01/2017,M,WHITE,BLUFF SPRINGS RD / E WILLIAM CANNON DR,YES = 1,MOTOR VEHICLE DRIVER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107055,10041892,FRANK,Council District 2
201781396,01/08/2017,01/08/2017,M,BLACK,METRIC BLVD / W RUNDBERG LN,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3120681,10109869,EDWARD,Council District 4
201740021,01/04/2017,01/04/2017,M,BLACK,600 BLOCK W 51ST ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118410,10089003,IDA,Council District 9
201730171,01/03/2017,01/03/2017,M,HISPANIC OR LATINO,6300 S PLEASANT VALLEY RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114249,10039980,FRANK,Council District 2
201740186,01/04/2017,01/04/2017,M,HISPANIC OR LATINO,1000 W STASSNEY LN,NO = 2,,,,,3101004,10049538,DAVID,Council District 2
201731756,01/03/2017,01/03/2017,M,HISPANIC OR LATINO,N LAMAR BLVD / W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131136,10112573,EDWARD,Council District 4
201790081,01/09/2017,01/09/2017,M,HISPANIC OR LATINO,1137 GUNTER ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129348,10071528,CHARLIE,Council District 1
201710673,01/01/2017,01/01/2017,M,WHITE,3800 N MOPAC EXPY SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109391,10086629,BAKER,Council District 10
201760855,01/06/2017,01/06/2017,M,BLACK,10351 BROWNIE DR,YES = 1,,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132090,10107850,EDWARD,Council District 4
201741308,01/04/2017,01/04/2017,F,HISPANIC OR LATINO,1200 BLOCK E 51ST ST,YES = 1,OTHER,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124940,10085715,IDA,Council District 4
2017101586,01/10/2017,01/10/2017,F,BLACK,E 12TH ST / SPRINGDALE RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131823,10075137,CHARLIE,Council District 1
2017101705,01/10/2017,01/10/2017,M,HISPANIC OR LATINO,102 W POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126082,10100114,EDWARD,Council District 4
201721669,01/02/2017,01/02/2017,M,HISPANIC OR LATINO,300 W POWELL LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125397,10100302,EDWARD,Council District 4
201790522,01/09/2017,01/09/2017,M,HISPANIC OR LATINO,800 ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133066,10064903,CHARLIE,Council District 3
201760197,01/06/2017,01/06/2017,F,HISPANIC OR LATINO,5300 BLOCK N IH 35 NB,NO = 2,,,,,3124783,10087450,FRANK,Council District 4
201790018,01/09/2017,01/09/2017,M,HISPANIC OR LATINO,700 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117028,10070363,GEORGE,Council District 1
2017140247,01/14/2017,01/14/2017,M,WHITE,604 E 38TH ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118585,10081786,BAKER,Council District 9
2017170103,01/17/2017,01/17/2017,M,HISPANIC OR LATINO,6600 S IH 35 SVRD SB,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106009,10042309,FRANK,Council District 2
201780184,01/08/2017,01/08/2017,M,WHITE,700 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111514,10066277,DAVID,Council District 9
201761862,01/06/2017,01/06/2017,M,WHITE,3700 S MOPAC EXPY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094588,10062118,DAVID,Council District 8
201790758,01/09/2017,01/09/2017,M,WHITE,14000 BLOCK N IH 35 NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,,3135832,10130812,HE,Council District 7
201721598,01/02/2017,01/02/2017,M,HISPANIC OR LATINO,5400 BLOCK E BEN WHITE BLVD SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121555,10050946,FRANK,Council District 2
201712616,01/02/2017,01/01/2017,M,HISPANIC OR LATINO,400 W 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113076,10070768,GEORGE,Council District 9
201770082,01/07/2017,01/07/2017,F,HISPANIC OR LATINO,W 8TH ST / GUADALUPE ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113408,10071753,GEORGE,Council District 9
2017131677,01/13/2017,01/13/2017,M,WHITE,9600 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128269,10106589,EDWARD,Council District 4
2017130268,01/13/2017,01/13/2017,M,WHITE,5300 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131994,10082889,IDA,Council District 1
2017141234,01/14/2017,01/14/2017,M,WHITE,13900 N US 183 HWY NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095213,10144162,ADAM PD,Council District 6
201760193,01/06/2017,01/06/2017,M,HISPANIC OR LATINO,8600 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125710,10102520,EDWARD,Council District 4
201781390,01/08/2017,01/08/2017,M,BLACK,10800 N LAMAR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130118,10110721,EDWARD,Council District 4
2017140488,01/14/2017,01/14/2017,M,HISPANIC OR LATINO,BEAVER ST / GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126531,10101959,EDWARD,Council District 4
201761294,01/06/2017,01/06/2017,M,BLACK,1626 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107144,10041924,FRANK,Council District 2
2017111809,01/11/2017,01/11/2017,M,HISPANIC OR LATINO,1705 FRONTIER VALLEY DR,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129781,10055371,HENR,Council District 3
2017110087,01/11/2017,01/11/2017,F,WHITE,1420 E ANDERSON LN EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130342,10095210,IDA,Council District 1
201751314,01/05/2017,01/05/2017,M,BLACK,4000 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130160,10079044,CHARLIE,Council District 9
2017130875,01/13/2017,01/13/2017,M,HISPANIC OR LATINO,WENTWORTH DR / LOYOLA LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3149185,10080643,CHARLIE,Council District 1
2017151161,01/15/2017,01/15/2017,F,WHITE,BURTON DR / E RIVERSIDE DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119525,10060752,HENR,Council District 3
2017151637,01/15/2017,01/15/2017,F,HISPANIC OR LATINO,800 E 6TH ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117076,10069949,GEORGE,Council District 3
201720176,01/02/2017,01/02/2017,F,WHITE,E 8TH ST / N IH 35 SVRD NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117252,10070617,GEORGE,Council District 1
2017121779,01/12/2017,01/12/2017,M,WHITE,2400 BARTON SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105003,10070523,DAVID,Council District 8
2017111223,01/11/2017,01/11/2017,M,BLACK,4500 N IH 35 SB,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122918,10083758,BAKER,Council District 9
2017140151,01/14/2017,01/14/2017,F,WHITE,100 E 4TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114159,10070084,GEORGE,Council District 9
2017121840,01/12/2017,01/12/2017,M,WHITE,1120 W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133119,10122189,EDWARD,Council District 7
201771070,01/07/2017,01/07/2017,F,HISPANIC OR LATINO,8300 S IH 35 NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102832,10036124,FRANK,Council District 2
201731979,01/04/2017,01/03/2017,F,HISPANIC OR LATINO,108 JENNIFER LN,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126363,10100777,EDWARD,Council District 4
2017161295,01/16/2017,01/16/2017,M,BLACK,E RUNDBERG LN / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130654,10104010,EDWARD,Council District 4
2017121373,01/12/2017,01/12/2017,M,BLACK,E HUNTLAND DR / TWIN CREST DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124319,10093910,IDA,Council District 4
201741085,01/04/2017,01/04/2017,F,HISPANIC OR LATINO,11900 BLOCK N IH 35 NB,NO = 2,,,,,3135485,10115117,HE,Council District 7
2017120196,01/12/2017,01/12/2017,M,WHITE,W KOENIG LN / N LAMAR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119016,10091918,IDA,Council District 4
2017130126,01/13/2017,01/13/2017,M,WHITE,1500 W CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108333,10071169,BAKER,Council District 9
201751442,01/05/2017,01/05/2017,M,BLACK,6300 BLOCK E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122397,10047288,FRANK,Council District 2
201771592,01/08/2017,01/07/2017,F,BLACK,300 W 4TH ST,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113326,10070332,GEORGE,Council District 9
2017171272,01/17/2017,01/17/2017,M,HISPANIC OR LATINO,1600 BLOCK W PARMER LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130181,10123638,EDWARD,Council District 7
201761467,01/06/2017,01/06/2017,M,BLACK,4300 SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133193,10077807,CHARLIE,Council District 1
201761784,01/06/2017,01/06/2017,M,HISPANIC OR LATINO,11402 EUBANK DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130343,10113679,EDWARD,Council District 7
201752059,01/05/2017,01/05/2017,M,HISPANIC OR LATINO,2514 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119307,10055968,HENR,Council District 3
201721755,01/02/2017,01/02/2017,M,BLACK,5400 BERKMAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128587,10085555,IDA,Council District 4
2017111599,01/11/2017,01/11/2017,F,BLACK,3820 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125344,10078391,BAKER,Council District 9
201781132,01/08/2017,01/08/2017,M,BLACK,FM 969 RD / CRAIGWOOD DR,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3140355,10077430,CHARLIE,Council District 1
201731964,01/04/2017,01/03/2017,M,BLACK,ED BLUESTEIN BLVD SVRD SB / EASTGATE RD,NO = 2,,,,,3135109,10067149,CHARLIE,Council District 3
2017101930,01/10/2017,01/10/2017,F,WHITE,9600 BLOCK SWANSONS RANCH RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3091947,10035244,FRANK,Council District 5
