PRIMARY_KEY,REP_DATE,CAD_date_time,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,CORRECTED_search_based_on,CORRECTED_search_discovered,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,CAD_sector,CouncilDistrict
20171521856,06/01/2017,06/01/2017,F,WHITE,1500 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108346,10073002,BAKER,Council District 9
20171490519,05/29/2017,05/29/2017,M,BLACK,1800 BURTON DR,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3118973,10059156,HENR,Council District 3
20171380221,05/18/2017,05/18/2017,M,ASIAN,100 E DEAN KEETON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115671,10078652,UNIVERSITY PD,Council District 9
20171481509,05/28/2017,05/28/2017,F,WHITE,601 BARTON SPRINGS RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111924,10067112,DAVID,Council District 9
20171370913,05/17/2017,05/17/2017,M,HISPANIC OR LATINO,6213 E BEN WHITE BLVD SVRD EB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124021,10050606,FRANK,Council District 2
20171410343,05/21/2017,05/21/2017,M,HISPANIC OR LATINO,4500 S US 183 HWY SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132520,10041427,HENR,Council District 2
20171361372,05/16/2017,05/16/2017,M,HISPANIC OR LATINO,9000 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127329,10104327,EDWARD,Council District 4
20171361372,05/16/2017,05/16/2017,F,BLACK,9000 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127329,10104327,EDWARD,Council District 4
20171571817,06/06/2017,06/06/2017,M,WHITE,9200 WATERFORD CENTRE BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117601,10110627,ADAM PD,Council District 7
20171411338,05/21/2017,05/21/2017,M,BLACK,1402 E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134071,10101779,EDWARD,Council District 4
20171400255,05/20/2017,05/20/2017,F,BLACK,800 E 11TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117591,10071665,CHARLIE,Council District 1
20171510082,05/31/2017,05/31/2017,F,BLACK,3811 E 12TH ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130796,10074307,CHARLIE,Council District 1
20171361318,05/16/2017,05/16/2017,M,WHITE,13400 N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3097981,10135173,ADAM PD,Council District 6
20171392107,05/20/2017,05/19/2017,M,HISPANIC OR LATINO,3700 OAK SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130059,10073193,CHARLIE,Council District 1
20171452035,05/26/2017,05/25/2017,M,WHITE,1201 E BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3137036,10109559,EDWARD,Council District 1
20171561929,06/05/2017,06/05/2017,M,HISPANIC OR LATINO,DOVE SPRINGS DR / WAGON CROSSING PATH,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110396,10043409,FRANK,Council District 2
20171490214,05/29/2017,05/29/2017,F,HISPANIC OR LATINO,S PLEASANT VALLEY RD / E OLTORF ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119403,10056099,HENR,Council District 3
20171501851,05/30/2017,05/30/2017,M,WHITE,470 MIDDLE LN,YES = 1,VIOLATION OF PENAL CODE,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129755,10103762,EDWARD,Council District 4
20171401592,05/21/2017,05/20/2017,F,BLACK,4200 BERKMAN DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127457,10080673,BAKER,Council District 9
20171462061,05/27/2017,05/26/2017,F,WHITE,3200 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113194,10082943,BAKER,Council District 10
20171562004,06/06/2017,06/05/2017,M,HISPANIC OR LATINO,5762 N MOPAC EXPY SVRD SB,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109775,10096293,BAKER,Council District 10
20171381620,05/18/2017,05/18/2017,M,HISPANIC OR LATINO,1200 WESTHEIMER DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128928,10092117,IDA,Council District 4
20171511847,05/31/2017,05/31/2017,M,HISPANIC OR LATINO,90 CONGRESS AVE,YES = 1,,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113645,10068587,GEORGE,Council District 9
20171510348,05/31/2017,05/31/2017,F,BLACK,3500 E MARTIN LUTHER KING JR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128335,10076715,CHARLIE,Council District 1
20171470015,05/27/2017,05/27/2017,M,HISPANIC OR LATINO,CITY PARK RD / FM 2222 RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,,,BAKER,
20171531118,06/02/2017,06/02/2017,M,WHITE,7100 GRAND CANYON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128949,10092804,IDA,Council District 4
20171570019,06/06/2017,06/06/2017,F,WHITE,S LAMAR BLVD / LA CASA DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103172,10062525,DAVID,Council District 5
20171401879,05/20/2017,05/20/2017,M,HISPANIC OR LATINO,S PLEASANT VALLEY RD / E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113767,10038584,FRANK,Council District 2
20171441554,05/24/2017,05/24/2017,F,HISPANIC OR LATINO,200 E BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108734,10053725,DAVID,Council District 3
20171530220,06/02/2017,06/02/2017,M,WHITE,4800 HARMON AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123005,10085136,BAKER,Council District 9
20171530042,06/02/2017,06/02/2017,M,HISPANIC OR LATINO,3900 ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3137789,10073739,CHARLIE,Council District 1
20171291917,05/09/2017,05/09/2017,M,BLACK,2606 WHELESS LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133582,10086395,IDA,Council District 1
20171510188,05/31/2017,05/31/2017,M,HISPANIC OR LATINO,E 38TH HALF ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121350,10080709,BAKER,Council District 9
20171521833,06/01/2017,06/01/2017,M,BLACK,6300 N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125262,10091849,IDA,Council District 4
20171580006,06/07/2017,06/07/2017,M,WHITE,10000 N MOPAC EXPY SVRD NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116082,10114984,ADAM PD,Council District 7
20171311629,05/11/2017,05/11/2017,F,HISPANIC OR LATINO,E POWELL LN / GEORGIAN DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126131,10099946,EDWARD,Council District 4
20171530188,06/02/2017,06/02/2017,M,WHITE,800 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111738,10071612,GEORGE,Council District 9
20171611544,06/11/2017,06/10/2017,F,HISPANIC OR LATINO,1800 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107764,10041725,FRANK,Council District 2
20171291873,05/09/2017,05/09/2017,M,WHITE,JOLLYVILLE RD / OAK KNOLL DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107522,10128616,ADAM PD,Council District 10
20171571765,06/06/2017,06/06/2017,M,WHITE,4300 DUVAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119313,10084285,BAKER,Council District 9
20171460825,05/26/2017,05/26/2017,F,WHITE,3410 WEST AVE,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114041,10083376,BAKER,Council District 9
20171731933,06/22/2017,06/22/2017,M,HISPANIC OR LATINO,600 E WILLIAM CANNON DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105393,10042916,FRANK,Council District 2
20171732058,06/23/2017,06/22/2017,M,HISPANIC OR LATINO,5300 BLOCK S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109466,10047319,FRANK,Council District 3
20171780439,06/27/2017,06/27/2017,M,BLACK,S CONGRESS AVE / E ST ELMO RD,YES = 1,VIOLATION OF CITY ORDIANCE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107003,10052181,DAVID,Council District 3
20171561815,06/05/2017,06/05/2017,M,BLACK,6000 ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3139628,10082716,CHARLIE,Council District 1
20171540946,06/03/2017,06/03/2017,F,HISPANIC OR LATINO,1700 S IH 35 SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116309,10060856,HENR,Council District 9
20171530257,06/02/2017,06/02/2017,M,HISPANIC OR LATINO,3400 S CAPITAL OF TEXAS HWY SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094647,10063462,DAVID,Council District 8
20171661825,06/16/2017,06/15/2017,M,HISPANIC OR LATINO,9408 DESSAU RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134751,10101616,EDWARD,Council District 4
20171581116,06/07/2017,06/07/2017,M,HISPANIC OR LATINO,N PLEASANT VALLEY RD / E 2ND ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124050,10065832,CHARLIE,Council District 3
20171781561,06/27/2017,06/27/2017,M,WHITE,CRICKET HOLLOW DR / APPLEWOOD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125580,10113993,EDWARD,Council District 4
20171611401,06/10/2017,06/10/2017,F,HISPANIC OR LATINO,701 TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115563,10070786,GEORGE,Council District 9
20171611218,06/10/2017,06/10/2017,M,HISPANIC OR LATINO,N LAMAR BLVD / FERGUSON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3130422,10111011,EDWARD,Council District 4
20171631272,06/12/2017,06/12/2017,M,BLACK,8128 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127901,10098807,EDWARD,Council District 4
20171590131,06/08/2017,06/08/2017,M,WHITE,3900 S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108121,10054692,DAVID,Council District 3
2017741961,03/15/2017,03/15/2017,M,BLACK,S IH 35 SVRD NB / E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116983,10063458,HENR,Council District 9
20171611351,06/10/2017,06/10/2017,M,HISPANIC OR LATINO,2800 BLOCK S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113874,10056333,HENR,Council District 9
20171790015,06/28/2017,06/28/2017,M,WHITE,11100 S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3098535,10024242,FRANK,Council District 5
20171450279,05/25/2017,05/25/2017,M,WHITE,N US 183 HWY SVRD NB / LAKE CREEK PKWY,NO = 2,WATER SAFETY ACT,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096689,10140683,ADAM PD,Council District 6
20171632047,06/13/2017,06/12/2017,M,HISPANIC OR LATINO,4500 N IH 35 NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123072,10083897,BAKER,Council District 9
20171500768,05/30/2017,05/30/2017,M,BLACK,6010 W PARMER LN,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113317,10134570,ADAM PD,Council District 6
20171621550,06/11/2017,06/11/2017,M,WHITE,10000 BLOCK MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3089110,10034548,FRANK,Council District 5
20171911897,07/10/2017,07/10/2017,M,HISPANIC OR LATINO,200 BLOCK E RUNDBERG LN,YES = 1,CALL FOR SERVICE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129377,10104746,EDWARD,Council District 4
20171920209,07/11/2017,07/11/2017,M,HISPANIC OR LATINO,E 7TH ST / PEDERNALES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123553,10068368,CHARLIE,Council District 3
20171812000,06/30/2017,06/30/2017,M,BLACK,6200 N IH 35 NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125312,10091423,IDA,Council District 4
20171890109,07/08/2017,07/08/2017,M,WHITE,W 10TH ST / LAVACA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113959,10072351,GEORGE,Council District 9
20171381237,05/18/2017,05/18/2017,M,WHITE,1030 NORWOOD PARK BLVD,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129996,10096983,IDA,Council District 4
20171880950,07/07/2017,07/07/2017,F,HISPANIC OR LATINO,1600 BLOCK MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127575,10056470,HENR,Council District 3
20171880950,07/07/2017,07/07/2017,M,HISPANIC OR LATINO,1600 BLOCK MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127575,10056470,HENR,Council District 3
20171871696,07/06/2017,07/06/2017,M,WHITE,1000 E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123812,10086476,IDA,Council District 9
20171821512,07/01/2017,07/01/2017,M,WHITE,2408 S US 183 HWY SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133411,10051150,HENR,Council District 2
20171791087,06/28/2017,06/28/2017,M,WHITE,12200 WAXWING CIR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095724,10136865,ADAM PD,Council District 6
20171861460,07/05/2017,07/05/2017,M,BLACK,4100 E MARTIN LUTHER KING JR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130911,10077235,CHARLIE,Council District 1
20171730289,06/22/2017,06/22/2017,M,HISPANIC OR LATINO,13600 N US 183 HWY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3097481,10137461,ADAM PD,Council District 6
20171871788,07/06/2017,07/06/2017,F,BLACK,2100 PHILOMENA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127088,10082693,BAKER,Council District 9
20171871788,07/06/2017,07/06/2017,F,BLACK,2100 PHILOMENA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127088,10082693,BAKER,Council District 9
20171861660,07/05/2017,07/05/2017,M,WHITE,9909 MANCHACA RD,YES = 1,,CONTRABAND/EVIDENCE IN PLAIN VIEW,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3089667,10035703,FRANK,Council District 5
20171920682,07/11/2017,07/11/2017,M,HISPANIC OR LATINO,4500 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121467,10058151,HENR,Council District 3
20171920682,07/11/2017,07/11/2017,M,HISPANIC OR LATINO,4500 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121467,10058151,HENR,Council District 3
20171741669,06/23/2017,,F,HISPANIC OR LATINO,W PARMER LN / N MOPAC EXPY SVRD SB,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125060,10126492,,Council District 7
20171620078,06/11/2017,06/11/2017,M,WHITE,1600 WICKERSHAM LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122229,10059265,HENR,Council District 3
20171630877,06/12/2017,06/12/2017,M,HISPANIC OR LATINO,2511 W PARMER LN,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125601,10125740,ADAM PD,Council District 7
20171391607,05/19/2017,05/19/2017,M,WHITE,8700 RESEARCH BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121431,10105874,IDA,Council District 7
20171491822,05/30/2017,05/29/2017,M,BLACK,S PLEASANT VALLEY RD / TERI RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114481,10044899,FRANK,Council District 2
20171681207,06/17/2017,06/17/2017,M,HISPANIC OR LATINO,CURLEW DR / W SLAUGHTER LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3086281,10036829,FRANK,Council District 5
20171680060,06/17/2017,06/17/2017,F,BLACK,2700 S IH 35 SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114092,10056758,DAVID,Council District 9
20171640065,06/13/2017,06/13/2017,M,HISPANIC OR LATINO,400 TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115205,10069785,GEORGE,Council District 9
20171641232,06/13/2017,06/13/2017,M,WHITE,2100 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121677,10075423,CHARLIE,Council District 1
20171641232,06/13/2017,06/13/2017,M,BLACK,2100 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121677,10075423,CHARLIE,Council District 1
20171661914,06/15/2017,06/15/2017,F,WHITE,8600 BALCONES CLUB DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100580,10131962,ADAM PD,Council District 6
20171410724,05/21/2017,05/21/2017,M,WHITE,5800 SWEENEY CIR,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133829,10084623,IDA,Council District 1
20171410724,05/21/2017,05/21/2017,F,WHITE,5800 SWEENEY CIR,YES = 1,,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133829,10084623,IDA,Council District 1
20171680465,06/17/2017,06/17/2017,F,HISPANIC OR LATINO,CLUBVIEW AVE / E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126217,10055811,HENR,Council District 3
20171371172,05/17/2017,05/17/2017,M,BLACK,1500 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121642,10060231,HENR,Council District 3
